Tweet,Username,AverageAnnotation
paper talk: west ham eye hernandez: west ham are reportedly interested in javier hernandez. while burnley...,i4_southampton,0.5
thinking on the ny cop murders: trayvon. michael. and dude sellin' cigs been dead. why now do cops finally wanna take notice? serve us 1st!,WillJaxx,-1.75
some believe i'm too young and immature to have a opinion. it's your disturbed inner peace that makes you not like my opinion lol #think,PhillipJCarter,-0.8
hate is your reward for our love,TopAz_TayLoR,-1.25
meaning if i can't get read on you from jump. i won't try to socialize with you until i can,a1ABC123,-0.6
okay so i'm watching some national geographic shit on predatory animals &amp; so yeah i'm never watching lion king the same again,_cha0sxo,-1.25
gold canyon has done so much for my life .. i would love to share what it can do for you,AlbertaCandles,1.6
the fact that yall black people think rick ross calling africa a country is funny is sad. he is making a mockery of your history and his!,Arnetia_D,0.0
hmm so i was stalking you and i think im rlly in love,azimahtan,1.6
selfish. ignorant.irrelavent.self centered asshole! he does not give af bout any1 and he is a prick he asks for bars! wtf -anon,YounowExpose,-2.0
despite the crisis in ukraine. the world congress of families won't cut ties with putin:,BeckyRParks,-0.2
practicing slowness &amp; being present,Leanne_Lindsey,1.0
that paul heyman promo was the best promo i've ever heard since punks pipe bomb. no arguments whatsoever. #raw,SupportingBryan,1.4
 i'm so mad you retweeted this,alevilevi,-0.75
 as she said that. ryuji only became even more worried. ...huh...?,EmperorBeatdown,-0.8
this riverside drama is killing me.,rockyyyyy15,-0.8
it's been a nice long day,cheriebeme03,2.0
 thanks for the . and what are your top 2? (same as to . not allowed to say all from your manifesto) <tease>,eileentso,1.0
full tank of gas. a blunt &amp; a half. &amp; a nice 30 minute drive ahead of me,_cha0sxo,1.25
 hits one kasdjlfa its a sirius xm station but something's gotta give gets played so much i'm so confused but happy,runyonhanlon,1.2
12 new unfollowers and 9 new followers (hello! hello!) in the last day. via,playboyespinosa,0.8
 good day kind sir. what say you of this?,mattjstott,1.2
hate when people do absolutely nothing during the year and then have the nerve to ask me for my exam review..,viccm_,-1.6
trying to avoid gettin messy,anjellaye,0.6
obrecht's rendition of 99 red balloons is stuck in my head for some reason lmao. #gh,SharonCaseFan,-0.4
and he smiled and said to me i see where you're going with this. i'm dead!!,thehybridthings,0.0
watch this because beenzino is hot and also it's good:,IBJIYONGI,1.0
 oh fucking dear. who runs these accounts? how can you make such simple mistakes?,TomBlott,-1.75
 hope so. not so good get robbed at 9pm on a sat.. but if they steal my identity i hope they make it frikin superhero ridic,bar_bint,-0.25
yay it's gonna b 75 today!!!,zoelyoung5,1.2
 could be a bitter romance.,Sweyram,-1.0
 love u. feel better. it's tough but these feelings will go away eventually! <love>,yourghostlyfox,1.75
whenever i think about pepito i fall of my chair laughing ,xXflowergirl1Xx,0.4
: probably you change when you go from scum club to class club,kennagq,0.75
wooow all my confidence just went down the drain.,xSteph_aniee,-2.75
 -tsunade senju. current weirder of the byakugo. and strongest medical ninja. i will pound you into the earth! -,ValiantIryoNin,-1.0
 and they're both still shit. #gethimontheplane,NathElCuchillo,-1.5
so sick of fake ass people lieing to me like c'mon im not gonna get hurt over your ignorance and pettiness i've been through harder stuff,SoMe_GiRl_ThErE,-1.6
i don't think i've ever used a push down sink that stayed down long enough for me to successfully wash my hands without pressing it 50 times,Sophiaadrianna,0.8
i hate how adults look at me like i'm stupid just because i know what i want in life. hello everyone's situation is different,___Maeve,-1.2
i am not ready,MrsDaiki,-1.25
 opening it repeatedly and at first glance they still look like black socks. there's no clothing i put past golfers.,MercuryPaddy,-0.2
let's just hope mcgeady is as good in real life as he is on fifa #efc,TomBlott,0.0
she loooves popcorn lol,The_SexiestGoon,1.75
awesome dinner with this evening! i think my burgers turned out pretty rad,Cobblywobbly,1.6
expect the bs. but never accept it,CoupleQuuotes,0.0
cute toushy face. #bigbangtheory,bob_hoffmann,1.2
 not necessarily. but i certainly wouldn't be upset if i could do that.,gmcalpin,1.0
 follow back bro,TEAMKRUZE,1.6
 thank you scott! x and you're a credit to and #thurrock too!,ElzbietaVine,1.6
i'm such a caring person but if you make me put up with bullshit i'm gonna dip,ShainaDawnn,-0.25
i liked paul scholes better when he didn't say much.,TimiFrost,-0.8
 &amp;u know me &amp; my comparisons/metaphors are always so odd.but u broke your collarbone so i don't think it hurts more than that,uknowcamille,0.0
i love watching girl code,viccm_,1.25
be sure that you know you are not a thing to be used but a person to be loved.,TriaLucila2011,1.5
welp i lost a game of trivia crack. my parents now question my intelligence and won't give me dessert,Patarrrrz,-1.0
 happy birthday corissa!! hope you're having a great day!,ShreveB,1.75
i have started to lose faith in messi's free kicks. better he surprises me next time.,Ajinkyaworld,-0.6
about last night!!!!! #happybdaygeorgedaniels #xmasparty #hardrockhotel #ivanellisperformance,4keithm,0.2
i just wanna be in a groupchat why is that so bad,smilingforjack,-1.25
 caterpillar ba title? hahahaa,annepute,0.6
what sort of fuckery is this please. abi probably finds it hard to wash her ass let alone kill someone,yohhnaaa,-1.0
follow . she's the coolest cat...,bachethan22,1.7
i went to a concert alone and it was super fun but there were a lot of love songs and every1 there other than me was a couple,Cadam02,-0.2
love this song,playboyespinosa,2.0
thank you . and it's because most of my followers are 5quad af lol,YounowExpose,1.2
i'm sorry. but i will have to be missing school tomorrow on account of my post-show ending grief.,sjpurches,-1.0
 stance on gay marriage doesn't give them a pass on their eagerness to tax families into oblivion,supergoodlus,0.0
 i thought you might enjoy this series of perfectly timed photos.,BillBelsey,1.6
i just made stir fry with gluten free noodles yum i just wish gluten free soy sauce tasted better <happy>,cheriebeme03,1.8
 congrats &amp; good luck with the new career! really going to miss seeing you in our family room every day!,bubafettt,1.8
im about done trying to be friends with everyone,SoMe_GiRl_ThErE,-1.2
 yes its okay haha can focus more in class,azimahtan,1.2
feel like the dudes should be trying way harder,the_horla,0.0
: #sagittarius will take a step back and look at what they're doing to see if they enjoy it or not. that's how they go or stay.,JessicaLisyus_,-0.25
i'm not a pastor and i'm not speaking to the pews. besides. the pews are either empty or full of heckling unbelievers.,mburnhope,-1.75
'good intentions are the most beautiful of secrets.',Awes_ma,1.5
 carmen just fuck off ok?,TaylorLBSanders,-1.4
it's about time: being good stewards of agricultural land within #ldnont is a priority of the #ldnplan as is growing inward and upward.,mambolica,1.0
so happy to have tmw off,Wright98Isaiah,2.25
the moment you go to put black eyeliner on. instead of red lip liner you know you gotta problem... #ineedsleep #sleepdeprived #makeupforever,EveyFitzpatrick,-1.0
engage your child in community events. meetings. gatherings etc etc.,_DearParents_,1.6
i love life. but... this is the hardest thing i've ever been through.,Tbass_71,-0.25
how can anyone in their right mind vote for torys for another 5 years of supporting the few at the cost if the many ?,itiddly,-0.2
lol even yanda has twitter,shamfries,0.5
this conflict is not just a historical narrative or a statistic. it's about people (on both sides!) that want their kids to be safe.,kateljacobson,0.5
luk 5:36 no one cuts up a fine silk scarf to patch old work clothes; you want fabrics that match.,RhemaTweets_,-0.25
it just goes from bad to worse...,TomBlott,-2.2
let me tweet about things i'm happy about . .,sunara_11,1.75
raw was a 7/10 for me. thought there were a few matches that were outstanding. segments were perfected the right way as well. #rawlondon,SupportingBryan,1.2
 i'm in english and your distracting me,sassbuteraXO,-1.2
 fuck it thug life,Sizzurp_713,-1.5
the new sampha and drake track is surprisingly good. but then sampha is great on every track,GracaMutseyami,1.8
 im not sure when he will have the parts. this same team + 3 new guys next year is what....5 less losses? tops?,raptureveteran,-0.75
strong disinterest in twitter lately,bellzuh_,-1.5
proper hooked on to breaking bad now,Sloweezy1,-0.8
 fake. you are not louis. ew..,xlarry_rainbowx,-0.8
 with 5h so leave them alone oh my god.,sierrakinsey_,-0.25
 isn't crazy or vulgary she has just a new style &amp; if u don't like don't look ok,Alicia_Dkg,-0.5
eagles have to be looking to flip bradford to move up right?? #nflfreeagency,ChadWst,-1.3333333333333333
the new bmw i8 is beautiful,_morgan___,1.5
...with your privilege kids resting in their cushy warm beds alive so you shouldnt judge another race who is not as fortunate,CLF_423,0.25
life isn't a fairy tale. sorry cinderella you drunk ass hoe!!!! sort your life out girl! #quote #keepitreal,EveyFitzpatrick,-1.5
 (by the way. that was kind of a vague reference to this.),YellowCranePr,-0.6
annoyed w the male population 99.8% of the time,sydneydavisss,-2.4
 same. but tonight was the best we've played all season i thought,christhomsonn_,2.0
 this is really scary,smilingforjack,-1.0
= could it be possible? i gently set his hands on his abdomen. patting at the top of his right hand reflexively in an unspoken form of =,NaturesParamour,-0.25
daniel matsunaga for big winner. #pilipinobuongkatawan #ftw hahhah,JessicaLisyus_,0.6
 oh but we're welsh. apparently we're just bad losers when we have a go at the ref.,SiobhanCorc,-1.25
hey you should play some amazing #rowdie #anitmyfault its amazing music by ,Shania_Hansen,1.2
hate a pretending ass hoe,_ShystLife_,-1.6
well ,cieramackel,0.2
#charitytuesday: shop #4charity: save animals,4charityvision,1.25
your secret is safe with me,Sydni_Briana,1.6
some of these cooks at miami are so rude,PerriSimone_,-0.4
after despicable state abuse 04-08 &amp; lawyers turning blind eye did cmbc splt my work excluding me &amp; trash my recovery from state abuse? yes.,HelenGavaghan,-0.2
 if the engine light hadn't come on on my car i'd offer to drive but can't risk it really,LiamShikari,-0.4
i've only been drinking water in preparation for spring break because i know how real its about to get lol,PerriSimone_,1.0
feelin super alone right now in almost every way <skeptical>,Cadam02,0.2
my osteopathy sesh has left me so tense and acheeeeey.,tatsieff,-0.8
although the future should be a logical extension of the past.... more for taurus,carolin3ngo,1.4
follow me zack im im tears,alexskarth,-0.75
i'm in an awful mood so i'm just gonna sleep,WenrickMadi,-1.0
im so unbelievable proud,zouisfitch,1.8
 yea. i will. but having too much of a life can be a bad thing too,sith_hannah_ace,-0.75
its easy to hate but all that will do is cause you to be someone you are not will cause you to be what you always said you will never be,Wright98Isaiah,0.0
i la la la la love so much i'd die for her.,zairentasnin,2.0
ally is my favorite,xxviiimmxx,1.0
wow. the first time i trust daniel with an ugly snapchat &amp; he loses it. now it's been posted. ok.,ShawnnShawnns,-1.0
pro 16:30 a shifty eye betrays an evil intention; a clenched jaw signals trouble ahead.,RhemaTweets_,-1.0
hoping the rain stays away for the soup &amp; bread lunch today but i'm bringing my umbrella just in case. #ldnont,corazenia,0.8
another sad day for #newwest. thinking of all of those who list their homes.,alixcote,-1.0
