Tweet,labels_for_settingB
pm wraps-up successful visit to iraq and kuwait,1
 ::sigh:: not a double standard. it's about *power* and sexualization. the can explain,0
 i just checked; they're 50% cotton. 17% wool. 17% nylon. 16% silk so you'll have to wash them with your delicates. yay so happy!,1
 i'm cryin lmao,0
 and the fin. min.'s protesting cleaning ladies meet in maximos mansion #athenslive,1
not sure who got it worst. obama or meek.,0
 haha alright pubey <tease>,1
swear i got the best boyfriend ever! poping up and surprising me. i swear he aint about to lose me no time soon 1o.o5.12,1
why is there nasty shit on fb fmd,0
free bc i had good day <happy>,1
alabama the beautiful.,1
please watch this. it really got to me. i have my own opinion of how i want my kids to live. but this helped.,1
the lost island trail at ludington state park. michigan. a beautiful place to paint out and watch for birds!,1
 get the fuck out,0
can dimitris tsarouhas convince me that the #euro was ever anything but a bad idea? about to find out!,1
 your tweets make me feel like this hahha,1
the less i see or hear your name the less it hurts,0
 chill i don't have time for that.,0
i'm a crazy bad bitch,0
follow . she's the coolest cat...,1
school: 1973832 follow sprees. 2833 tweet sprees. important announcements,1
 good glad to hear <happy> everything is fine here. same shit dif day lol,1
#vautour - jolly good...,1
treasure the love you receive above all. it will survive long after your gold and good health have vanished. - og mandino,1
have a horrible feeling the susu cat may have been locked in the lettings office all weekend,0
i earned the mid-week maniac pin at on . see it and all my other pins at,1
i love #exo saranghae #callmebaby,1
like.. why you has no drive or ambition?,0
if i dont enter 2015 absolutely smashed. i'm calling it a failure and i'm forcing everyone to join me in a do-over on the 1st.,0
today's at your service spotlights wood to wonderful. based in reading.,1
literature + art + pe + poa + late assembly = best school day bye,1
well it's fine because we'll find someone who wants to rape us as much as we want to rape them some other lady said this.. #whatintheworld,0
the beautful #heidiklum looks flawless in #versace.,1
 forever my favourites,1
yes nene you are a bad friend #rhoareunion #rhoa,0
if anyone has or has found a michael kors watch at the golf club please please contact asap!,1
work is surprising good today,1
 becose you are. i choose you to save me. hero,1
 it's pretty postmodern too. frame the picture. sell as art.,1
the best feeling in the world is knowing you actually mean something to someone.,1
 tell whoever is pissing you off to step on a lego,0
 i'm so disappointed in myself,0
i'm still fucking bricking it though. i really don't want to do it.,0
 ...in exchange for the devil to learn. feel. know. &amp; keep real true love. gratitude. faith. trust. selflessness. &amp; compassion.,1
me and gogo (my stuffed jaguar) about to go to sleep. my head is killing me.,0
 foreal like i've been teaching for years lol,1
ahh this prick that is working in the hospital reception needs to get her face run over by a lorry,0
let me just post a pict of my girlfriend/boyfriend for my crush this week even tho i've done it since we've been together.. shit annoys me,0
no i don't have a valentine and yes my love life is a tragedy. now fuck off!,0
if i see another new couple tomorrow . im so done . like im calling it thats it . no one is gonna see me or hear from me again . im so done,0
i love those hugs where you just don't want to let go.,1
god it's gonna be bore off yanny with all my pics. sorry,0
 pds was awesome last night. hey babygirl come here,1
i still have feelings for you. not enough to want you back. but enough to make it hurt,0
i can't find any of the cats i'm so sad <sad>,0
my literal beliefs are that everyone should be treated equally. that's all i want. i don't give a shit what gender you are,1
 a piercing don't mean shit,0
still. the cinematography is a lot better. i like how they're conflating character with place.,1
 no wonder he gets paid the big bucks for his amazing hockey analysis,1
invite healing into your life and be willing to get over your past to do it. let being happy be your goal and your guideline.#newperspective,1
we can't wait to reveal a fun partnership with one of our favorite brands. ! stay tuned...,1
so excited hilary duff is running for president,1
your favourite reggae song?,1
 gimme your fuckin wednesday,0
i am going to have a long. long nap and it's going to be just amazing,1
 i'm so confused.. am i fishing for attention? floundering about? what are the connotations of this???,0
 get yo ugly ass out my mentions nigga go talk to ya friends oops i mean your dog,0
the veggie tails theme song is so damn catchy,1
 listen to your gut!,1
 tamisha said audrey's ugly,0
 could be a bitter romance.,0
i'm more upset i ripped my jeans and ruined my shoes more than anything in this situation,0
 yeah mate. massive hype about it last year. never been though. you went didn't ya?,1
fuck my life i have to talk to my teacher im so done with her fucking subject bye,0
well deserved mvp award. congrats alyssa valdez!,1
 and then he realizes just how f**king stupid the disguise is.,0
 very cute <happy>,1
i'm so fucked up is this real life?.,0
i hate wearing my jordans to school... i just don't want them to get messed up!! <skeptical>,0
u r very important to me <happy>,1
hi i'm in a shitty mood,0
i have my first chaco tan of the summer. couldn't be happier ,1
join the very first #kahchat today at 4pmest sponsored by #kidsareheroes.,1
have the courage to say no. to face the truth. do the right thing because it is right. these are the keys to living your life with integrity,1
27 intriguing. emotional &amp; funny #photographs from the story on #yourshot.,1
there are some things that will always piss me off,0
marshmallow oppa get well soon pls,1
#clevelandcavaliers #cavs on instagram please follow,1
first the llamas today. now this fucking dress... the world is ending today guys.,0
 it was perfect! keeps me coming back every year.,1
 perfect; you always know just what to say mj (i am now vertical). thank you,1
finished 's steles of the sky. amazing book. i was more than a little weepy by the end,1
 is there a long ass line like there was last year?!,0
i try honestly i do but i cant,0
im not about the dark dim and depressing road grunkle4grandpa theory has taken idc if its realistic its not within the vein of the show,0
tried to wait until the end of season 2 to catch up on girls but couldn't hold out... is amazing. pure genius.,1
bruh he better not be ok with this shit #catfish,0
live your life for what tomorrow has to offer. not for what yesterday has taken away.. <happy-tears> hello have a great day!.. <happy-tears>,1
indian summer mela celebrated at christchurch park in #ipswich as part of festival,1
